feature,frequency,rank,word1,word2,word3,word4
where_he_was,45,748,where,he,was,
he_would_have,45,748,he,would,have,
as_it_is,45,748,as,it,is,
the_bay_area,45,748,the,bay,area,
a_long_way,45,748,a,long,way,
couple_of_years,45,748,couple,of,years,
will_have_a,45,748,will,have,a,
the_first_to,45,748,the,first,to,
said_â_œwe,45,748,said,â,œwe,
in_part_because,45,748,in,part,because,
the_city_has,45,748,the,city,has,
the_second_quarter,45,748,the,second,quarter,
to_work_on,45,748,to,work,on,
of_the_state's,45,748,of,the,state's,
if_you_are,45,748,if,you,are,
state_department_of,45,748,state,department,of,
be_on_the,45,748,be,on,the,
addition_to_the,45,748,addition,to,the,
united_states_and,45,748,united,states,and,
or_percent_to,45,748,or,percent,to,
all_of_them,45,748,all,of,them,
a_range_of,44,772,a,range,of,
was_supposed_to,44,772,was,supposed,to,
who_lives_in,44,772,who,lives,in,
to_protect_the,44,772,to,protect,the,
new_york_times,44,772,new,york,times,
to_talk_to,44,772,to,talk,to,
he_had_been,44,772,he,had,been,
state_and_federal,44,772,state,and,federal,
it_as_a,44,772,it,as,a,
said_there_is,44,772,said,there,is,
said_this_is,44,772,said,this,is,
in_high_school,44,772,in,high,school,
you_can_get,44,772,you,can,get,
for_the_rest,44,772,for,the,rest,
the_role_of,44,772,the,role,of,
when_she_was,44,772,when,she,was,
same_sex_marriage,44,772,same,sex,marriage,
out_of_his,44,772,out,of,his,
get_to_the,44,772,get,to,the,
for_a_long,44,772,for,a,long,
the_side_of,44,772,the,side,of,
will_be_on,44,772,will,be,on,
look_forward_to,44,772,look,forward,to,
appeared_to_be,44,772,appeared,to,be,
the_last_few,44,772,the,last,few,
the_u.s_department,44,772,the,u.s,department,
the_way_the,44,772,the,way,the,
because_of_his,44,772,because,of,his,
around_the_country,44,772,around,the,country,
said_it_will,43,801,said,it,will,
on_the_ballot,43,801,on,the,ballot,
with_his_wife,43,801,with,his,wife,
of_the_city's,43,801,of,the,city's,
a_look_at,43,801,a,look,at,
new_jerseyâ_s,43,801,new,jerseyâ,s,
at_this_time,43,801,at,this,time,
a_few_weeks,43,801,a,few,weeks,
to_leave_the,43,801,to,leave,the,
than_any_other,43,801,than,any,other,
his_wife_and,43,801,his,wife,and,
it_might_be,43,801,it,might,be,
will_be_in,43,801,will,be,in,
the_other_side,43,801,the,other,side,
that_there_are,43,801,that,there,are,
in_a_letter,43,801,in,a,letter,
back_of_the,43,801,back,of,the,
open_to_the,43,801,open,to,the,
version_of_the,43,801,version,of,the,
seemed_to_be,43,801,seemed,to,be,
a_very_good,43,801,a,very,good,
on_how_to,43,801,on,how,to,
i_don't_have,43,801,i,don't,have,
is_the_most,43,801,is,the,most,
want_to_see,43,801,want,to,see,
in_the_day,43,801,in,the,day,
years_in_the,43,801,years,in,the,
of_the_past,43,801,of,the,past,
and_it_is,43,801,and,it,is,
during_the_first,43,801,during,the,first,
the_parking_lot,43,801,the,parking,lot,
the_same_period,43,801,the,same,period,
the_need_for,43,801,the,need,for,
the_game_and,43,801,the,game,and,
who_want_to,43,801,who,want,to,
said_i_don't,43,801,said,i,don't,
in_the_season,43,801,in,the,season,
the_season_and,43,801,the,season,and,
down_to_the,43,801,down,to,the,
to_do_this,43,801,to,do,this,
will_also_be,43,801,will,also,be,
for_the_new,42,842,for,the,new,
trying_to_make,42,842,trying,to,make,
i_would_have,42,842,i,would,have,
will_be_available,42,842,will,be,available,
to_help_the,42,842,to,help,the,
a_letter_to,42,842,a,letter,to,
to_years_in,42,842,to,years,in,
way_to_the,42,842,way,to,the,
it's_not_a,42,842,it's,not,a,
for_most_of,42,842,for,most,of,
in_the_senate,42,842,in,the,senate,
to_do_something,42,842,to,do,something,
he_said_in,42,842,he,said,in,
able_to_do,42,842,able,to,do,
as_good_as,42,842,as,good,as,
play_in_the,42,842,play,in,the,
of_the_country,42,842,of,the,country,
as_early_as,42,842,as,early,as,
four_years_ago,42,842,four,years,ago,
if_you_can,42,842,if,you,can,
but_he_was,42,842,but,he,was,
information_about_the,42,842,information,about,the,
he_was_not,42,842,he,was,not,
to_get_it,42,842,to,get,it,
chamber_of_commerce,42,842,chamber,of,commerce,
the_most_recent,42,842,the,most,recent,
he_had_to,42,842,he,had,to,
the_past_years,42,842,the,past,years,
of_the_other,42,842,of,the,other,
percent_to_percent,42,842,percent,to,percent,
in_the_region,42,842,in,the,region,
going_to_make,42,842,going,to,make,
even_though_the,42,842,even,though,the,
in_love_with,42,842,in,love,with,
â_œit_was,42,842,â,œit,was,
to_come_to,42,842,to,come,to,
on_the_same,42,842,on,the,same,
past_two_years,42,842,past,two,years,
the_age_of,42,842,the,age,of,
in_the_seventh,42,842,in,the,seventh,
of_the_world's,41,882,of,the,world's,
interest_in_the,41,882,interest,in,the,
who_have_been,41,882,who,have,been,
a_few_months,41,882,a,few,months,
the_next_two,41,882,the,next,two,
and_of_course,41,882,and,of,course,
said_that_he,41,882,said,that,he,
have_to_make,41,882,have,to,make,
two_weeks_ago,41,882,two,weeks,ago,
the_process_of,41,882,the,process,of,
the_company_is,41,882,the,company,is,
that_the_company,41,882,that,the,company,
the_san_diego,41,882,the,san,diego,
but_i_think,41,882,but,i,think,
and_if_you,41,882,and,if,you,
â_œweâ_re,41,882,â,œweâ,re,
able_to_get,41,882,able,to,get,
the_only_one,41,882,the,only,one,
were_going_to,41,882,were,going,to,
a_bunch_of,41,882,a,bunch,of,
in_the_fifth,41,882,in,the,fifth,
one_of_my,41,882,one,of,my,
as_a_way,41,882,as,a,way,
she_said_i,41,882,she,said,i,
the_long_term,41,882,the,long,term,
the_only_way,41,882,the,only,way,
going_to_take,40,908,going,to,take,
and_more_than,40,908,and,more,than,
out_there_and,40,908,out,there,and,
take_care_of,40,908,take,care,of,
that_this_is,40,908,that,this,is,
some_of_those,40,908,some,of,those,
to_address_the,40,908,to,address,the,
chief_financial_officer,40,908,chief,financial,officer,
a_spokeswoman_for,40,908,a,spokeswoman,for,
want_to_go,40,908,want,to,go,
is_likely_to,40,908,is,likely,to,
out_for_the,40,908,out,for,the,
with_points_and,40,908,with,points,and,
for_the_most,40,908,for,the,most,
the_face_of,40,908,the,face,of,
he's_going_to,40,908,he's,going,to,
the_people_of,40,908,the,people,of,
more_than_one,40,908,more,than,one,
the_past_three,40,908,the,past,three,
of_the_time,40,908,of,the,time,
on_their_own,40,908,on,their,own,
wanted_to_be,40,908,wanted,to,be,
not_to_mention,40,908,not,to,mention,
to_get_back,40,908,to,get,back,
to_play_in,40,908,to,play,in,
was_not_a,40,908,was,not,a,
in_the_mid,40,908,in,the,mid,
in_the_head,40,908,in,the,head,
it_takes_to,40,908,it,takes,to,
to_see_what,40,908,to,see,what,
to_be_an,40,908,to,be,an,
and_the_city,40,908,and,the,city,
to_stay_in,40,908,to,stay,in,
find_a_way,40,908,find,a,way,
all_of_us,40,908,all,of,us,
that_he_would,40,908,that,he,would,
support_for_the,40,908,support,for,the,
is_based_on,40,908,is,based,on,
i_was_going,40,908,i,was,going,
the_last_three,40,908,the,last,three,
over_the_weekend,40,908,over,the,weekend,
to_run_for,40,908,to,run,for,
of_the_united,40,908,of,the,united,
she_and_her,40,908,she,and,her,
more_than_in,39,952,more,than,in,
we've_got_to,39,952,we've,got,to,
out_on_the,39,952,out,on,the,
and_for_the,39,952,and,for,the,
across_the_street,39,952,across,the,street,
in_more_than,39,952,in,more,than,
a_few_days,39,952,a,few,days,
secretary_of_state,39,952,secretary,of,state,
don't_know_if,39,952,don't,know,if,
after_he_was,39,952,after,he,was,
the_same_way,39,952,the,same,way,
have_not_been,39,952,have,not,been,
little_more_than,39,952,little,more,than,
that_it_will,39,952,that,it,will,
does_not_have,39,952,does,not,have,
to_see_how,39,952,to,see,how,
the_best_way,39,952,the,best,way,
u.s_district_judge,39,952,u.s,district,judge,
you_can_see,39,952,you,can,see,
for_us_to,39,952,for,us,to,
just_a_few,39,952,just,a,few,
back_on_the,39,952,back,on,the,
said_the_company,39,952,said,the,company,
to_stop_the,39,952,to,stop,the,
for_the_year,39,952,for,the,year,
of_dollars_in,39,952,of,dollars,in,
she_said_â,39,952,she,said,â,
the_history_of,39,952,the,history,of,
on_the_first,39,952,on,the,first,
i'd_like_to,39,952,i'd,like,to,
in_this_case,39,952,in,this,case,
years_ago_and,39,952,years,ago,and,
last_year_to,39,952,last,year,to,
take_advantage_of,39,952,take,advantage,of,
it_was_an,39,952,it,was,an,
came_to_the,39,952,came,to,the,
to_the_hospital,39,952,to,the,hospital,
he_also_said,39,952,he,also,said,
with_seconds_left,39,952,with,seconds,left,
from_the_state,39,952,from,the,state,
and_they_are,38,992,and,they,are,
for_me_to,38,992,for,me,to,
year_old_son,38,992,year,old,son,
for_a_second,38,992,for,a,second,
three_of_the,38,992,three,of,the,
one_of_two,38,992,one,of,two,
it's_time_to,38,992,it's,time,to,
of_the_team,38,992,of,the,team,
state_and_local,38,992,state,and,local,
have_to_go,38,992,have,to,go,
thanks_to_the,38,992,thanks,to,the,
in_a_game,38,992,in,a,game,
in_an_effort,38,992,in,an,effort,
and_thatâ_s,38,992,and,thatâ,s,
the_report_said,38,992,the,report,said,
on_the_front,38,992,on,the,front,
and_on_the,38,992,and,on,the,
how_do_you,38,992,how,do,you,
like_to_see,38,992,like,to,see,
the_first_year,38,992,the,first,year,
to_be_on,38,992,to,be,on,
the_first_place,38,992,the,first,place,
to_participate_in,38,992,to,participate,in,
led_to_the,38,992,led,to,the,
that_led_to,38,992,that,led,to,
to_come_back,38,992,to,come,back,
an_year_old,38,992,an,year,old,
as_for_the,38,992,as,for,the,
a_few_minutes,38,992,a,few,minutes,
is_in_a,38,992,is,in,a,
in_a_new,38,992,in,a,new,
to_pick_up,38,992,to,pick,up,
when_they_were,38,992,when,they,were,
is_a_lot,38,992,is,a,lot,
of_the_more,38,992,of,the,more,
that_we_are,38,992,that,we,are,
the_edge_of,38,992,the,edge,of,
if_they_are,38,992,if,they,are,
later_in_the,38,992,later,in,the,
with_all_the,38,992,with,all,the,
you_donâ_t,38,992,you,donâ,t,
president_barack_obama's,38,992,president,barack,obama's,
last_week_the,38,992,last,week,the,
runs_in_the,38,992,runs,in,the,
that_he_said,38,992,that,he,said,
trip_to_the,38,992,trip,to,the,
only_a_few,38,992,only,a,few,
come_out_of,38,992,come,out,of,
a_good_job,38,992,a,good,job,
in_the_district,38,992,in,the,district,
a_statement_that,38,992,a,statement,that,
in_the_county,38,992,in,the,county,
he_said_we,38,992,he,said,we,
little_bit_of,38,992,little,bit,of,
the_owner_of,38,992,the,owner,of,
lead_in_the,38,992,lead,in,the,
and_out_of,38,992,and,out,of,
the_high_school,38,992,the,high,school,
his_year_old,37,1050,his,year,old,
to_go_with,37,1050,to,go,with,
next_to_the,37,1050,next,to,the,
a_team_that,37,1050,a,team,that,
of_the_biggest,37,1050,of,the,biggest,
want_to_get,37,1050,want,to,get,
more_and_more,37,1050,more,and,more,
have_been_in,37,1050,have,been,in,
black_and_white,37,1050,black,and,white,
this_is_an,37,1050,this,is,an,
chief_executive_officer,37,1050,chief,executive,officer,
anyone_with_information,37,1050,anyone,with,information,
but_this_is,37,1050,but,this,is,
a_new_york,37,1050,a,new,york,
is_to_be,37,1050,is,to,be,
in_connection_with,37,1050,in,connection,with,
and_he_has,37,1050,and,he,has,
in_the_ninth,37,1050,in,the,ninth,
it_was_not,37,1050,it,was,not,
to_win_a,37,1050,to,win,a,
that_is_not,37,1050,that,is,not,
a_lack_of,37,1050,a,lack,of,
the_ncaa_tournament,37,1050,the,ncaa,tournament,
a_year_earlier,37,1050,a,year,earlier,
nothing_to_do,37,1050,nothing,to,do,
in_the_long,37,1050,in,the,long,
which_has_been,37,1050,which,has,been,
round_of_the,37,1050,round,of,the,
in_the_meantime,37,1050,in,the,meantime,
the_type_of,37,1050,the,type,of,
may_be_the,37,1050,may,be,the,
have_been_the,37,1050,have,been,the,
the_decision_to,37,1050,the,decision,to,
to_join_the,37,1050,to,join,the,
court_of_appeals,37,1050,court,of,appeals,
go_back_to,37,1050,go,back,to,
this_was_a,37,1050,this,was,a,
them_to_the,37,1050,them,to,the,
we_can_do,37,1050,we,can,do,
to_get_in,37,1050,to,get,in,
and_said_he,37,1050,and,said,he,
the_u.s_and,37,1050,the,u.s,and,
million_to_million,37,1050,million,to,million,
of_the_week,37,1050,of,the,week,
in_the_community,37,1050,in,the,community,
to_do_what,37,1050,to,do,what,
that_i_was,37,1050,that,i,was,
to_the_point,37,1050,to,the,point,
on_the_court,37,1050,on,the,court,
he_tried_to,37,1050,he,tried,to,
that_there_was,37,1050,that,there,was,
a_few_hours,37,1050,a,few,hours,
and_his_family,37,1050,and,his,family,
on_the_job,37,1050,on,the,job,
up_for_a,36,1104,up,for,a,
a_high_school,36,1104,a,high,school,
he_will_be,36,1104,he,will,be,
for_all_of,36,1104,for,all,of,
home_in_the,36,1104,home,in,the,
may_be_a,36,1104,may,be,a,
u.s_district_court,36,1104,u.s,district,court,
going_to_happen,36,1104,going,to,happen,
for_a_year,36,1104,for,a,year,
due_to_the,36,1104,due,to,the,
in_the_1980s,36,1104,in,the,1980s,
of_the_three,36,1104,of,the,three,
but_if_you,36,1104,but,if,you,
thing_to_do,36,1104,thing,to,do,
for_the_season,36,1104,for,the,season,
that_he_has,36,1104,that,he,has,
in_an_email,36,1104,in,an,email,
in_the_nba,36,1104,in,the,nba,
a_good_thing,36,1104,a,good,thing,
and_that_is,36,1104,and,that,is,
a_square_foot,36,1104,a,square,foot,
to_ensure_that,36,1104,to,ensure,that,
try_to_get,36,1104,try,to,get,
most_of_them,36,1104,most,of,them,
on_the_street,36,1104,on,the,street,
that_she_was,36,1104,that,she,was,
on_suspicion_of,36,1104,on,suspicion,of,
a_few_of,36,1104,a,few,of,
to_end_the,36,1104,to,end,the,
department_of_education,36,1104,department,of,education,
control_of_the,36,1104,control,of,the,
in_the_morning,36,1104,in,the,morning,
a_plan_to,36,1104,a,plan,to,
donâ_t_think,36,1104,donâ,t,think,
beginning_of_the,36,1104,beginning,of,the,
on_the_team,36,1104,on,the,team,
the_need_to,36,1104,the,need,to,
in_a_large,36,1104,in,a,large,
two_or_three,36,1104,two,or,three,
i_have_no,36,1104,i,have,no,
year_old_man,36,1104,year,old,man,
the_future_of,36,1104,the,future,of,
of_his_career,36,1104,of,his,career,
but_at_the,36,1104,but,at,the,
it_to_be,36,1104,it,to,be,
salt_and_pepper,36,1104,salt,and,pepper,
a_great_deal,36,1104,a,great,deal,
owner_of_the,36,1104,owner,of,the,
has_been_in,36,1104,has,been,in,
year_old_boy,36,1104,year,old,boy,
said_adding_that,36,1104,said,adding,that,
i_think_he,36,1104,i,think,he,
share_of_the,36,1104,share,of,the,
he_said_of,36,1104,he,said,of,
i_was_a,36,1104,i,was,a,
to_come_up,36,1104,to,come,up,
a_combination_of,36,1104,a,combination,of,
for_two_years,36,1104,for,two,years,
in_the_field,36,1104,in,the,field,
to_do_a,36,1104,to,do,a,
we_are_not,36,1104,we,are,not,
she_was_a,36,1104,she,was,a,
a_percent_increase,36,1104,a,percent,increase,
with_the_same,36,1104,with,the,same,
be_used_to,36,1104,be,used,to,
just_trying_to,35,1169,just,trying,to,
the_school_board,35,1169,the,school,board,
and_try_to,35,1169,and,try,to,
with_the_new,35,1169,with,the,new,
they_have_been,35,1169,they,have,been,
to_support_the,35,1169,to,support,the,
new_york_â,35,1169,new,york,â,
the_only_thing,35,1169,the,only,thing,
in_the_coming,35,1169,in,the,coming,
than_percent_of,35,1169,than,percent,of,
was_taken_to,35,1169,was,taken,to,
they're_going_to,35,1169,they're,going,to,
percent_in_the,35,1169,percent,in,the,
in_his_career,35,1169,in,his,career,
in_the_draft,35,1169,in,the,draft,
believed_to_be,35,1169,believed,to,be,
â_œthatâ_s,35,1169,â,œthatâ,s,
he_had_no,35,1169,he,had,no,
in_washington_d.c,35,1169,in,washington,d.c,
were_in_the,35,1169,were,in,the,
did_not_return,35,1169,did,not,return,
the_time_to,35,1169,the,time,to,
in_the_sixth,35,1169,in,the,sixth,
over_the_top,35,1169,over,the,top,
and_you_can,35,1169,and,you,can,
do_not_have,35,1169,do,not,have,
know_how_to,35,1169,know,how,to,
second_in_the,35,1169,second,in,the,
served_as_a,35,1169,served,as,a,
you_look_at,35,1169,you,look,at,
for_years_and,35,1169,for,years,and,
a_picture_of,35,1169,a,picture,of,
of_the_month,35,1169,of,the,month,
times_in_the,35,1169,times,in,the,
to_more_than,35,1169,to,more,than,
it_may_be,35,1169,it,may,be,
which_is_why,35,1169,which,is,why,
of_the_second,35,1169,of,the,second,
of_the_law,35,1169,of,the,law,
i_need_to,35,1169,i,need,to,
going_to_the,35,1169,going,to,the,
spokeswoman_for_the,35,1169,spokeswoman,for,the,
the_world_series,35,1169,the,world,series,
and_we_have,35,1169,and,we,have,
shot_in_the,35,1169,shot,in,the,
that_they_were,35,1169,that,they,were,
don't_have_a,35,1169,don't,have,a,
department_of_transportation,35,1169,department,of,transportation,
in_and_the,35,1169,in,and,the,
more_than_billion,35,1169,more,than,billion,
for_them_to,35,1169,for,them,to,
the_city_is,35,1169,the,city,is,
turned_out_to,35,1169,turned,out,to,
bank_of_america,35,1169,bank,of,america,
i_was_in,35,1169,i,was,in,
the_same_as,35,1169,the,same,as,
run_in_the,35,1169,run,in,the,
high_school_and,35,1169,high,school,and,
men_and_women,35,1169,men,and,women,
in_the_wake,35,1169,in,the,wake,
the_wake_of,35,1169,the,wake,of,
him_as_a,35,1169,him,as,a,
this_is_what,35,1169,this,is,what,
the_past_few,35,1169,the,past,few,
is_no_longer,34,1233,is,no,longer,
a_career_high,34,1233,a,career,high,
of_the_st,34,1233,of,the,st,
the_health_care,34,1233,the,health,care,
has_more_than,34,1233,has,more,than,
some_of_them,34,1233,some,of,them,
the_form_of,34,1233,the,form,of,
later_this_year,34,1233,later,this,year,
it_wasnâ_t,34,1233,it,wasnâ,t,
team_in_the,34,1233,team,in,the,
